train_loss,val_loss,train_acc,val_acc,train_f1,val_f1
1.3886899764249747,1.2985549337213689,0.6375644329896907,0.7672727272727272,0.48032481532953913,0.6007629510646376
1.1973496316944112,1.2333202336051248,0.7651417525773195,0.7927272727272727,0.6254569191675683,0.6409052620039224
1.1319526817007972,1.2066486219926313,0.7992912371134021,0.7981818181818182,0.6829537731925072,0.6447905520194464
1.0601922062184939,1.2302501834522594,0.823131443298969,0.8,0.716131296388679,0.6482590853210365
1.0065991774316312,1.2436143398284911,0.8472938144329897,0.7618181818181818,0.7554838105842527,0.6386329990398988
0.954869865451803,1.178018965287642,0.8704896907216495,0.7763636363636364,0.7898566326261749,0.6454467491762481
0.8846112535667909,1.1936620419675654,0.897229381443299,0.7945454545454546,0.8322995260965065,0.6701781379855791
0.8425836293433809,1.205774373141202,0.9320231958762887,0.8054545454545454,0.8862426465116192,0.6584782202153597
0.7921460232575326,1.2401583914323286,0.9455541237113402,0.8309090909090909,0.9068704881905243,0.691828201548548
0.7480446673297637,1.2243768379905007,0.9658505154639175,0.8272727272727273,0.9399487925888816,0.70324512916618
0.7280125225724169,1.2519753449613398,0.9722938144329897,0.8327272727272728,0.9527270564066217,0.6898888528114826
0.7049674007150998,1.2440213272788307,0.9806701030927835,0.8363636363636363,0.9640612192856274,0.6960332873111957
0.7003106387537978,1.206195759339766,0.9842139175257731,0.82,0.9708362485539777,0.6833719945165811
0.6907022716453571,1.2176833753152327,0.9835695876288659,0.8218181818181818,0.967256960742616,0.6828511517172678
0.6848537780938234,1.212716029774059,0.9864690721649485,0.8163636363636364,0.9750848188343489,0.6762708085103115
